date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:22:24	780/780	---MCZ	200	added ('OK')	text/xml	date:Mon,%2015%20Jun%202020%2009:22:22%20GMT	http://34.82.80.202/xmlrpc.php?rsd	C:/My%20Web%20Sites/nates.design/34.82.80.202/xmlrpc0db0.php	(from http://34.82.80.202/)
02:22:26	137226/137226	---MCZ	200	added ('OK')	application/json	date:Mon,%2015%20Jun%202020%2009:22:25%20GMT	http://34.82.80.202/wp-json/	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-json/index.html	(from http://34.82.80.202/)
02:22:35	2209/2209	---MCZ	200	added ('OK')	application/json	date:Mon,%2015%20Jun%202020%2009:22:34%20GMT	http://34.82.80.202/wp-json/oembed/1.0/embed?url=http%3A%2F%2F34.82.80.202%2F	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-json/oembed/1.0/embede112.json	(from http://34.82.80.202/)
02:22:43	2303/2303	---MCZ	200	added ('OK')	text/xml	date:Mon,%2015%20Jun%202020%2009:22:42%20GMT	http://34.82.80.202/wp-json/oembed/1.0/embed?url=http%3A%2F%2F34.82.80.202%2F&format=xml	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-json/oembed/1.0/embedd69e	(from http://34.82.80.202/)
02:22:44	11437/11437	---MCZ	200	added ('OK')	text/css	etag:W/%225ee7342b-2cad%22	http://34.82.80.202/wp-content/et-cache/213422/et-core-unified-213422-15922104744863.min.css	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/et-cache/213422/et-core-unified-213422-15922104744863.min.css	(from http://34.82.80.202/)
02:22:44	1740/1740	---M--	200	added ('OK')	image/png	etag:%225edc9d51-6cc%22	http://34.82.80.202/wp-content/themes/Divi/images/logo.png	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/themes/Divi/images/logo.png	(from http://34.82.80.202/)
02:22:44	142/142	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2015%20Jun%202020%2009:22:43%20GMT	http://nates.design/wp-content/uploads/2020/06/0.jpg	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/0.e.delayed	(from http://34.82.80.202/)
02:22:49	11487/11487	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2009:22:48%20GMT	http://34.82.80.202/sample-page/	C:/My%20Web%20Sites/nates.design/34.82.80.202/sample-page/index.html	(from http://34.82.80.202/)
02:22:52	10249/10249	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2009:22:50%20GMT	http://34.82.80.202/category/uncategorized/	C:/My%20Web%20Sites/nates.design/34.82.80.202/category/uncategorized/index.html	(from http://34.82.80.202/)
02:22:52	150/150	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jun%202020%2009:22:43%20GMT	https://nates.design/wp-content/uploads/2020/06/0.jpg	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/0.f.delayed	(from http://34.82.80.202/)
02:22:52	142/142	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2015%20Jun%202020%2009:22:50%20GMT	http://nates.design/wp-content/uploads/2020/06/4904603_640x640-1.jpg	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/4904603_640x640-1.jpg	(from http://34.82.80.202/)
02:22:52	150/150	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jun%202020%2009:22:50%20GMT	https://nates.design/wp-content/uploads/2020/06/4904603_640x640-1.jpg	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/4904603_640x640-1.jpg	(from http://34.82.80.202/)
02:22:52	142/142	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2015%20Jun%202020%2009:22:51%20GMT	http://nates.design/wp-content/uploads/2020/06/iywnb1smv9lb9rpkitu6.png	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/iywnb1smv9lb9rpkitu6.png	(from http://34.82.80.202/)
02:22:53	150/150	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jun%202020%2009:22:51%20GMT	https://nates.design/wp-content/uploads/2020/06/iywnb1smv9lb9rpkitu6.png	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/iywnb1smv9lb9rpkitu6.png	(from http://34.82.80.202/)
02:22:53	142/142	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2015%20Jun%202020%2009:22:51%20GMT	http://nates.design/wp-content/uploads/2020/06/ade0071f675fcb732b092f755124d5ca.png	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/ade0071f675fcb732b092f755124d5ca.png	(from http://34.82.80.202/)
02:22:53	150/150	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jun%202020%2009:22:51%20GMT	https://nates.design/wp-content/uploads/2020/06/ade0071f675fcb732b092f755124d5ca.png	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/ade0071f675fcb732b092f755124d5ca.png	(from http://34.82.80.202/)
02:22:53	142/142	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2015%20Jun%202020%2009:22:52%20GMT	http://nates.design/wp-content/uploads/2020/06/0-3.jpg	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/0-3.jpg	(from http://34.82.80.202/)
02:22:53	150/150	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jun%202020%2009:22:52%20GMT	https://nates.design/wp-content/uploads/2020/06/0-3.jpg	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/0-3.jpg	(from http://34.82.80.202/)
02:22:54	142/142	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2015%20Jun%202020%2009:22:52%20GMT	http://nates.design/wp-content/uploads/2020/06/0-4.jpg	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/0-4.jpg	(from http://34.82.80.202/)
02:22:54	150/150	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jun%202020%2009:22:52%20GMT	https://nates.design/wp-content/uploads/2020/06/0-4.jpg	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/0-4.jpg	(from http://34.82.80.202/)
02:22:54	142/142	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2015%20Jun%202020%2009:22:52%20GMT	http://nates.design/wp-content/uploads/2020/06/img08.png	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/img08.png	(from http://34.82.80.202/)
02:22:54	150/150	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jun%202020%2009:22:53%20GMT	https://nates.design/wp-content/uploads/2020/06/img08.png	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/img08.png	(from http://34.82.80.202/)
02:22:56	658/658	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eddaaae-292%22	http://34.82.80.202/wp-content/plugins/booster-pack-for-divi/scripts/frontend-bundle.min.js?ver=1.0.0	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/plugins/booster-pack-for-divi/scripts/frontend-bundle.min8a54.js	(from http://34.82.80.202/)
02:22:58	1360/1360	---MCZ	200	added ('OK')	application/javascript	etag:W/%225edc9d51-550%22	http://34.82.80.202/wp-content/themes/Divi/core/admin/js/common.js?ver=4.4.8	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/themes/Divi/core/admin/js/common2827.js	(from http://34.82.80.202/)
02:22:58	2064/2064	---M--	200	added ('OK')	image/png	etag:%225d6537d3-810%22	http://34.82.80.202/bitnami/images/close.png	C:/My%20Web%20Sites/nates.design/34.82.80.202/bitnami/images/close.png	(from http://34.82.80.202/)
02:22:59	5543/5543	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2009:22:56%20GMT	http://34.82.80.202/bitnami/index.html	C:/My%20Web%20Sites/nates.design/34.82.80.202/bitnami/index.html	(from http://34.82.80.202/)
02:22:59	1127/1127	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d6537d3-467%22	http://34.82.80.202/bitnami/banner.js	C:/My%20Web%20Sites/nates.design/34.82.80.202/bitnami/banner.js	(from http://34.82.80.202/)
02:23:02	26352/26352	---M--	200	added ('OK')	image/png	etag:%225d6537d3-66f0%22	http://34.82.80.202/bitnami/images/corner-logo.png	C:/My%20Web%20Sites/nates.design/34.82.80.202/bitnami/images/corner-logo.png	(from http://34.82.80.202/)
02:23:06	92564/92564	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225edc9d51-16994%22	http://34.82.80.202/wp-content/themes/Divi/core/admin/fonts/modules.eot	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/themes/Divi/core/admin/fonts/modules.eot	(from http://34.82.80.202/wp-content/themes/Divi/style.css?ver=4.4.8)
02:23:08	403617/403617	---MCZ	200	added ('OK')	application/javascript	etag:W/%225edc9d51-628a1%22	http://34.82.80.202/wp-content/themes/Divi/js/custom.unified.js?ver=4.4.8	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/themes/Divi/js/custom.unified2827.js	(from http://34.82.80.202/)
02:23:10	92564/92564	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225edc9d51-16994%22	http://34.82.80.202/wp-content/themes/Divi/core/admin/fonts/modules.eot?	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/themes/Divi/core/admin/fonts/modulesd41d.eot	(from http://34.82.80.202/wp-content/themes/Divi/style.css?ver=4.4.8)
02:23:11	301078/301078	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225edc9d51-49816%22	http://34.82.80.202/wp-content/themes/Divi/core/admin/fonts/modules.svg	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/themes/Divi/core/admin/fonts/modules.svg	(from http://34.82.80.202/wp-content/themes/Divi/style.css?ver=4.4.8)
02:23:11	1422/1422	---M--	200	added ('OK')	image/gif	etag:%225edc9d51-58e%22	http://34.82.80.202/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	(from http://34.82.80.202/wp-content/themes/Divi/style.css?ver=4.4.8)
02:23:13	9427/9427	---M--	200	added ('OK')	image/gif	etag:%225edc9d51-24d3%22	http://34.82.80.202/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from http://34.82.80.202/wp-content/themes/Divi/style.css?ver=4.4.8)
02:23:14	17119/17119	---M--	200	added ('OK')	image/png	etag:%225edc9d51-42df%22	http://34.82.80.202/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	(from http://34.82.80.202/wp-content/themes/Divi/style.css?ver=4.4.8)
02:23:14	92400/92400	---M--	200	added ('OK')	application/octet-stream	etag:%225edc9d51-168f0%22	http://34.82.80.202/wp-content/themes/Divi/core/admin/fonts/modules.ttf	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/themes/Divi/core/admin/fonts/modules.ttf	(from http://34.82.80.202/wp-content/themes/Divi/style.css?ver=4.4.8)
02:23:15	142/142	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2015%20Jun%202020%2009:23:13%20GMT	http://nates.design/wp-content/uploads/2020/06/download.png	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/download.2c.delayed	(from http://34.82.80.202/wp-content/et-cache/213422/et-core-unified-213422-15922104744863.min.css)
02:23:17	44868/44868	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225c9bd638-af44%22	http://34.82.80.202/wp-includes/fonts/dashicons.eot?50db0456fde2a241f005968eede3f987	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-includes/fonts/dashicons2ce6.eot	(from http://34.82.80.202/wp-includes/css/dashicons.min.css?ver=5.4.2)
02:23:18	150/150	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jun%202020%2009:23:13%20GMT	https://nates.design/wp-content/uploads/2020/06/download.png	C:/My%20Web%20Sites/nates.design/nates.design/wp-content/uploads/2020/06/download.2d.delayed	(from http://34.82.80.202/wp-content/et-cache/213422/et-core-unified-213422-15922104744863.min.css)
02:23:19	92476/92476	---M--	200	added ('OK')	font/woff	etag:%225edc9d51-1693c%22	http://34.82.80.202/wp-content/themes/Divi/core/admin/fonts/modules.woff	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/themes/Divi/core/admin/fonts/modules.woff	(from http://34.82.80.202/wp-content/themes/Divi/style.css?ver=4.4.8)
02:23:19	44696/44696	---M--	200	added ('OK')	application/octet-stream	etag:%225c9bd638-ae98%22	http://34.82.80.202/wp-includes/fonts/dashicons.ttf?50db0456fde2a241f005968eede3f987	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-includes/fonts/dashicons2ce6.ttf	(from http://34.82.80.202/wp-includes/css/dashicons.min.css?ver=5.4.2)
02:23:23	2226/2226	---MCZ	200	added ('OK')	application/json	date:Mon,%2015%20Jun%202020%2009:23:21%20GMT	http://34.82.80.202/wp-json/oembed/1.0/embed?url=http%3A%2F%2F34.82.80.202%2Fsample-page%2F	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-json/oembed/1.0/embed1c9a.json	(from http://34.82.80.202/sample-page/)
02:23:25	736/736	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2228d908cfd6c677b0cfe9c81836028404%22	http://34.82.80.202/sample-page/feed/	C:/My%20Web%20Sites/nates.design/34.82.80.202/sample-page/feed/index.html	(from http://34.82.80.202/sample-page/)
02:23:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jun%202020%2009:23:29%20GMT	http://34.82.80.202/?p=2	C:/My%20Web%20Sites/nates.design/34.82.80.202/index905b.html	(from http://34.82.80.202/sample-page/)
02:23:32	2318/2318	---MCZ	200	added ('OK')	text/xml	date:Mon,%2015%20Jun%202020%2009:23:30%20GMT	http://34.82.80.202/wp-json/oembed/1.0/embed?url=http%3A%2F%2F34.82.80.202%2Fsample-page%2F&format=xml	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-json/oembed/1.0/embed7c14	(from http://34.82.80.202/sample-page/)
02:23:33	764/764	---MCZ	200	added ('OK')	text/css	etag:W/%225ee73460-2fc%22	http://34.82.80.202/wp-content/et-cache/global/et-divi-customizer-global-15922105280999.min.css	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/et-cache/global/et-divi-customizer-global-15922105280999.min.css	(from http://34.82.80.202/sample-page/)
02:23:45	9842/9842	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jun%202020%2009:23:43%20GMT	http://34.82.80.202/wordpress/wp-admin/	C:/My%20Web%20Sites/nates.design/34.82.80.202/wordpress/wp-admin/index.html	(from http://34.82.80.202/sample-page/)
02:23:45	1234/1234	---MCZ	200	added ('OK')	text/css	etag:W/%225e7c952c-4d2%22	http://34.82.80.202/bitnami/bitnami.css	C:/My%20Web%20Sites/nates.design/34.82.80.202/bitnami/bitnami.css	(from http://34.82.80.202/bitnami/index.html)
02:23:46	3700/3700	---M--	200	added ('OK')	image/png	etag:%225e7c952d-e74%22	http://34.82.80.202/bitnami/logo.png	C:/My%20Web%20Sites/nates.design/34.82.80.202/bitnami/logo.png	(from http://34.82.80.202/bitnami/index.html)
02:23:46	15769/15769	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2009:23:43%20GMT	http://34.82.80.202/2020/03/26/hello-world/	C:/My%20Web%20Sites/nates.design/34.82.80.202/2020/03/26/hello-world/index.html	(from http://34.82.80.202/sample-page/)
02:23:46	1139/1139	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Jun%202020%2009:23:44%20GMT	http://34.82.80.202/phpmyadmin	C:/My%20Web%20Sites/nates.design/34.82.80.202/phpmyadmin	(from http://34.82.80.202/bitnami/index.html)
02:23:48	2179/2179	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22722e990d7ca73b929b99dacf0e11ee46%22	http://34.82.80.202/category/uncategorized/feed/	C:/My%20Web%20Sites/nates.design/34.82.80.202/category/uncategorized/feed/index.html	(from http://34.82.80.202/category/uncategorized/)
02:23:52	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2015%20Jun%202020%2009:23:50%20GMT	http://34.82.80.202/wp-admin/	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-admin/index.html	(from http://34.82.80.202/bitnami/index.html)
02:23:54	2230/2230	---MCZ	200	added ('OK')	application/json	date:Mon,%2015%20Jun%202020%2009:23:53%20GMT	http://34.82.80.202/wp-json/oembed/1.0/embed?url=http%3A%2F%2F34.82.80.202%2F2020%2F03%2F26%2Fhello-world%2F	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-json/oembed/1.0/embed82ca.json	(from http://34.82.80.202/2020/03/26/hello-world/)
02:23:56	1633/1633	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2228d908cfd6c677b0cfe9c81836028404%22	http://34.82.80.202/2020/03/26/hello-world/feed/	C:/My%20Web%20Sites/nates.design/34.82.80.202/2020/03/26/hello-world/feed/index.html	(from http://34.82.80.202/2020/03/26/hello-world/)
02:23:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jun%202020%2009:23:55%20GMT	http://34.82.80.202/?p=1	C:/My%20Web%20Sites/nates.design/34.82.80.202/indexcff1.html	(from http://34.82.80.202/2020/03/26/hello-world/)
02:24:06	2316/2316	---MCZ	200	added ('OK')	text/xml	date:Mon,%2015%20Jun%202020%2009:24:04%20GMT	http://34.82.80.202/wp-json/oembed/1.0/embed?url=http%3A%2F%2F34.82.80.202%2F2020%2F03%2F26%2Fhello-world%2F&format=xml	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-json/oembed/1.0/embed2891	(from http://34.82.80.202/2020/03/26/hello-world/)
02:24:06	1139/1139	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jun%202020%2009:24:04%20GMT	http://34.82.80.202/bitnami/css/normalize.css	C:/My%20Web%20Sites/nates.design/34.82.80.202/bitnami/css/normalize.36.delayed	(from http://34.82.80.202/bitnami/bitnami.css)
02:24:14	15264/15264	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2009:24:12%20GMT	http://34.82.80.202/2020/03/26/hello-world/?replytocom=1	C:/My%20Web%20Sites/nates.design/34.82.80.202/2020/03/26/hello-world/index6809.html	(from http://34.82.80.202/2020/03/26/hello-world/)
02:24:20	5866/5866	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2009:24:18%20GMT	http://34.82.80.202/wp-login.php?redirect_to=http%3A%2F%2F34.82.80.202%2Fwp-admin%2F%26reauth=1	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-login595d.html	(from http://34.82.80.202/wp-admin/)
02:24:37	15684/15684	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2009:24:35%20GMT	http://34.82.80.202/2020/03/26/hello-world/amp/	C:/My%20Web%20Sites/nates.design/34.82.80.202/2020/03/26/hello-world/amp/index.html	(from http://34.82.80.202/2020/03/26/hello-world/)
02:24:38	764/764	---MCZ	200	added ('OK')	text/css	etag:W/%225ee73e20-2fc%22	http://34.82.80.202/wp-content/et-cache/1/et-core-unified-1-15922130188929.min.css	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-content/et-cache/1/et-core-unified-1-15922130188929.min.css	(from http://34.82.80.202/2020/03/26/hello-world/?replytocom=1)
02:24:39	5867/5867	---MCZ	200	added ('OK')	text/css	etag:W/%225deeae54-16eb%22	http://34.82.80.202/wp-includes/css/buttons.min.css?ver=5.4.2	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-includes/css/buttons.min7661.css	(from http://34.82.80.202/wp-login.php?redirect_to=http%3A%2F%2F34.82.80.202%2Fwp-admin%2F%26reauth=1)
02:24:39	24453/24453	---MCZ	200	added ('OK')	text/css	etag:W/%225edc8f5f-5f85%22	http://34.82.80.202/wp-admin/css/forms.min.css?ver=5.4.2	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-admin/css/forms.min7661.css	(from http://34.82.80.202/wp-login.php?redirect_to=http%3A%2F%2F34.82.80.202%2Fwp-admin%2F%26reauth=1)
02:24:39	2477/2477	---MCZ	200	added ('OK')	text/css	etag:W/%225c0fe226-9ad%22	http://34.82.80.202/wp-admin/css/l10n.min.css?ver=5.4.2	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-admin/css/l10n.min7661.css	(from http://34.82.80.202/wp-login.php?redirect_to=http%3A%2F%2F34.82.80.202%2Fwp-admin%2F%26reauth=1)
02:24:40	5312/5312	---MCZ	200	added ('OK')	text/css	etag:W/%225edc8f5f-14c0%22	http://34.82.80.202/wp-admin/css/login.min.css?ver=5.4.2	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-admin/css/login.min7661.css	(from http://34.82.80.202/wp-login.php?redirect_to=http%3A%2F%2F34.82.80.202%2Fwp-admin%2F%26reauth=1)
02:24:42	3635/3635	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2009:24:41%20GMT	http://34.82.80.202/wp-login.php?action=lostpassword	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-loginc2b6.html	(from http://34.82.80.202/wp-login.php?redirect_to=http%3A%2F%2F34.82.80.202%2Fwp-admin%2F%26reauth=1)
02:24:43	353/353	---MCZ	200	added ('OK')	application/javascript	etag:W/%225edc8f5f-161%22	http://34.82.80.202/wp-includes/js/zxcvbn-async.min.js?ver=1.0	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-includes/js/zxcvbn-async.min5152.js	(from http://34.82.80.202/wp-login.php?redirect_to=http%3A%2F%2F34.82.80.202%2Fwp-admin%2F%26reauth=1)
02:24:43	766/766	---MCZ	200	added ('OK')	application/javascript	etag:W/%225edc8f5f-2fe%22	http://34.82.80.202/wp-admin/js/password-strength-meter.min.js?ver=5.4.2	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-admin/js/password-strength-meter.min7661.js	(from http://34.82.80.202/wp-login.php?redirect_to=http%3A%2F%2F34.82.80.202%2Fwp-admin%2F%26reauth=1)
02:24:43	1079/1079	---MCZ	200	added ('OK')	application/javascript	etag:W/%225edc8f60-437%22	http://34.82.80.202/wp-includes/js/wp-util.min.js?ver=5.4.2	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-includes/js/wp-util.min7661.js	(from http://34.82.80.202/wp-login.php?redirect_to=http%3A%2F%2F34.82.80.202%2Fwp-admin%2F%26reauth=1)
02:24:44	16154/16154	---MCZ	200	added ('OK')	application/javascript	etag:W/%225edc8f60-3f1a%22	http://34.82.80.202/wp-includes/js/underscore.min.js?ver=1.8.3	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-includes/js/underscore.min4511.js	(from http://34.82.80.202/wp-login.php?redirect_to=http%3A%2F%2F34.82.80.202%2Fwp-admin%2F%26reauth=1)
02:24:44	5583/5583	---MCZ	200	added ('OK')	application/javascript	etag:W/%225edc8f5f-15cf%22	http://34.82.80.202/wp-admin/js/user-profile.min.js?ver=5.4.2	C:/My%20Web%20Sites/nates.design/34.82.80.202/wp-admin/js/user-profile.min7661.js	(from http://34.82.80.202/wp-login.php?redirect_to=http%3A%2F%2F34.82.80.202%2Fwp-admin%2F%26reauth=1)
